src_ip,dst_ip,src_port,dst_port,first_pkt_time,last_pkt_time,avg_hops,avg_packet_len,nodeRelatedMessages:HeartbeatRequest,nodeRelatedMessages:HeartbeatResponse,nodeRelatedMessages:PFDManagementRequest,nodeRelatedMessages:PFDManagementResponse,nodeRelatedMessages:AssociationSetupRequest,nodeRelatedMessages:AssociationSetupResponse,nodeRelatedMessages:AssociationUpdateRequest,nodeRelatedMessages:AssociationUpdateResponset,nodeRelatedMessages:AssociationReleaseRequest,nodeRelatedMessages:AssociationReleaseResponse,nodeRelatedMessages:VersionNotSupportedResponse,nodeRelatedMessages:NodeReportRequest,nodeRelatedMessages:NodeReportResponse,nodeRelatedMessages:SessionSetDeletionRequest,nodeRelatedMessages:SessionSetDeletionResponse,sessionRelatedMessages:SessionEstablishmentRequest,sessionRelatedMessages:SessionEstablishmentResponse,sessionRelatedMessages:SessionModificationRequest,sessionRelatedMessages:SessionModificationResponse,sessionRelatedMessages:SessionDeletionRequest,sessionRelatedMessages:SessionDeletionResponse,sessionRelatedMessages:SessionReportRequest,sessionRelatedMessages:SessionReportResponse,class
6003::1002,2000::100:505,14600,14596,1603074099.5524867,1603074544.751275,191,197,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,21,116,620,269,69,41,120,32,0
6003::1001,2000::100:504,8802,14611,1603074216.6487236,1603074629.2581184,190,289,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,114,45,68,452,41,41,18,171,0
6003::1005,2000::100:506,14601,14594,1603074169.647291,1603074593.6355488,190,199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,633,485,46,66,175,4,0
6003::ff6,6003::ff6,48774,2507,1603089246.2420957,1603089283.3060102,191,285,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,13,1217,281,4,43,9,3,1
6003::1005,2000::100:502,14601,14606,1603074522.4474313,1603074568.5884018,191,122,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,538,28,21,8,7,33,0
6003::1005,6003::1001,14606,14596,1603074486.4443114,1603074862.6303523,190,225,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,33,255,534,45,2,200,5,0
114.65.177.111,170.84.13.54,12509,47441,1603082356.1354089,1603082758.6814141,191,167,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,83,9,1217,365,143,81,267,156,1
6003::fe2,205.36.163.49,37038,29325,1603075824.1342921,1603076075.406039,191,101,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,1510,391,178,0,267,188,1
6003::1000,2000::100:501,14606,14599,1603074371.890091,1603074659.8851192,191,290,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,20,113,116,84,82,12,173,128,0
6003::1005,6003::1000,14613,14595,1603074192.1730957,1603074502.4463098,190,218,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,70,9,121,559,52,51,216,116,0
6003::1002,2000::100:504,8806,14597,1603074457.6374981,1603074558.7070708,190,152,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,119,116,18,31,17,2,154,0
6003::1003,2000::100:505,14608,14595,1603074492.6897972,1603074610.3095386,190,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,116,523,169,29,7,171,25,0
6003::1005,2000::100:503,14607,14596,1603073962.6311631,1603074410.584075,190,217,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,92,62,321,344,60,25,87,27,0
6003::1002,2000::100:505,14605,14602,1603074294.3457506,1603074700.7633607,191,274,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,33,81,271,134,55,14,18,3,0
183.169.61.0,192.43.187.42,6237,56035,1603088079.7678356,1603088504.8456573,190,153,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,43,536,242,12,73,16,199,1
2000::100:4e4,140.138.51.114,8795,38277,1603087732.9694211,1603088123.5723052,191,203,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,2,1217,469,143,10,267,21,1
2000::100:51f,233.8.33.66,61385,51993,1603085842.9527535,1603086243.4361234,190,162,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,1510,202,61,52,178,31,1
6003::1002,2000::100:502,14598,14596,1603074197.296096,1603074227.4245608,191,254,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,122,19,140,487,21,23,140,51,0
29.206.254.130,2000::100:501,36223,35984,1603079959.0367947,1603080278.198237,190,293,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,87,299,18,38,81,24,3,1
6003::1005,6003::1001,14601,14605,1603074228.6010234,1603074601.3497238,191,264,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,117,59,224,560,80,65,78,21,0
6003::1001,2000::100:505,14599,14601,1603074127.1524208,1603074467.3976245,191,276,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,118,90,614,18,34,4,56,0
6003::1004,2000::100:504,14600,14603,1603074178.5464694,1603074391.9212594,190,101,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38,9,124,583,24,53,217,162,0
6003::1001,2000::100:506,14600,14602,1603074056.1078086,1603074340.8081949,191,257,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,82,10,308,621,66,78,11,110,0
6003::1004,2000::100:503,14600,14610,1603074470.574666,1603074892.9285731,190,131,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,121,105,86,440,70,31,165,12,0
2000::100:502,2000::100:4da,57292,45531,1603083681.8965003,1603084079.2290916,191,154,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,277,18,1217,516,7,55,345,30,1
6003::1000,6003::1000,8797,14605,1603074037.9348228,1603074433.0470963,191,289,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,634,515,33,70,162,13,0
6003::1003,2000::100:506,14593,14601,1603074190.6967847,1603074450.403647,191,249,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,87,100,600,185,32,62,11,12,0
2000::100:501,2000::100:506,14593,14600,1603074389.5332856,1603074469.4073002,190,213,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,61,370,37,58,21,33,0
2000::100:4ed,2000::100:50b,46289,31678,1603074689.241531,1603074904.1483378,190,109,26,10,0,0,0,0,0,0,0,0,0,0,0,0,0,277,88,1217,223,178,51,345,31,1
6003::1000,2000::100:501,48449,56714,1603082840.8334892,1603083243.2152872,190,272,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,1217,257,25,65,267,20,1
2000::100:502,2000::100:502,14610,14598,1603074349.2586274,1603074543.234559,190,111,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,72,588,566,38,48,32,211,0
246.48.83.98,6003::1000,20860,42082,1603079636.2381856,1603080080.625757,191,105,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,118,61,445,10,31,8,217,84,1
137.176.124.237,6003::101e,87,46653,1603089309.874922,1603089691.3957686,191,248,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,41,1510,306,40,79,3,25,1
6003::1000,6003::1003,14610,14597,1603074198.4423065,1603074659.884276,191,251,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,56,602,376,41,78,114,120,0
6003::1000,2000::100:502,8809,14605,1603074155.2089868,1603074535.674802,190,139,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,102,6,261,495,49,55,194,64,0
6003::1005,6003::1002,14607,14594,1603074538.3125944,1603074764.1659443,190,135,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,97,29,641,481,3,6,16,211,0
6003::1003,2000::100:506,14593,14602,1603074248.1941414,1603074692.4226685,190,143,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,120,643,75,39,33,207,0
22.144.138.40,6003::101e,31076,46844,1603080619.141112,1603080797.4380438,190,284,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,24,1217,651,55,45,16,39,1
6003::1005,2000::100:502,14605,14596,1603074427.4868608,1603074875.6399274,190,258,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,55,548,92,57,51,20,31,0
6003::1005,2000::100:502,14609,14609,1603074504.468553,1603074644.6707404,190,222,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,54,341,239,71,34,139,215,0
6003::1000,2000::100:501,14601,8805,1603073948.830820,1603074366.440024,190,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,612,612,55,55,4,0,0
194.221.0.167,49.234.249.192,4528,60510,1603084932.730577,1603085366.8399205,191,79,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,111,503,540,48,31,191,39,1
109.239.70.184,36.231.50.142,65014,2741,1603085347.5066519,1603085738.388575,190,158,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277,58,1217,284,143,56,345,199,1
221.60.31.25,147.14.16.150,18415,45511,1603077489.4202461,1603077822.9362032,191,204,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,277,104,436,553,55,8,5,20,1
6003::1001,2000::100:505,14605,8804,1603074291.2447643,1603074749.5363865,190,170,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,86,69,465,278,18,55,222,83,0
6003::1005,2000::100:506,14602,8810,1603074373.9497843,1603074753.2049468,190,180,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45,108,120,89,10,16,22,9,0
2000::100:501,2000::100:501,14610,14593,1603074504.808032,1603074705.478241,190,279,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,385,297,36,37,176,100,0
6003::1000,2000::100:506,14610,8801,1603074312.7906706,1603074489.350946,190,247,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,76,53,222,71,31,49,13,0
2000::100:52a,2000::100:4f7,2962,8224,1603075466.8178158,1603075845.5555253,190,289,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,115,62,137,426,178,31,23,2,1
6003::1003,2000::100:504,8799,14611,1603074599.1375246,1603074833.029807,190,264,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,114,140,233,67,41,221,31,0
2000::100:50b,127.3.168.69,64347,39805,1603081429.719314,1603081745.0250194,190,223,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,118,105,299,127,9,63,99,221,1
6003::1000,2000::100:502,14593,14603,1603074605.5560234,1603074803.802439,191,281,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,55,552,442,57,17,81,20,0
151.170.113.220,235.242.83.25,50491,19940,1603075590.1492193,1603075998.4049869,190,87,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,29,1217,183,6,66,345,20,1
6003::1004,2000::100:501,14605,14608,1603074632.3237133,1603074962.5896063,190,268,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,81,115,348,315,54,22,6,193,0
6003::1000,2000::100:504,8802,8810,1603074292.3220868,1603074581.641414,191,263,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91,32,610,659,34,1,22,3,0
6003::1004,2000::100:501,14609,14607,1603074333.897328,1603074774.7844841,190,253,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,60,118,120,434,40,42,112,17,0
2000::100:504,2000::100:502,14601,14604,1603074153.9724562,1603074467.2528055,190,102,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,39,10,67,158,36,23,33,7,0
6003::1003,2000::100:506,14614,14594,1603074092.3874335,1603074283.0318053,191,231,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46,89,392,388,46,2,5,103,0
2000::100:515,71.189.107.26,7910,54897,1603074282.8798163,1603074710.0999784,190,176,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,80,453,471,143,82,345,29,1
6003::1001,2000::100:503,8796,14603,1603074452.4521918,1603074609.9499445,190,173,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,39,592,543,53,21,1,52,0
7.144.227.1,55.120.53.173,65271,54827,1603089653.4638805,1603089810.874824,190,255,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,8,1217,403,143,16,345,223,1
6003::1004,2000::100:501,8796,14594,1603074213.4767482,1603074606.3631005,190,86,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,114,113,483,28,36,51,12,29,0
71.29.140.230,50.42.130.41,10051,14973,1603079694.0370066,1603079929.3031774,191,110,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,118,1510,195,143,43,21,81,1
6003::1000,2000::100:501,14602,8805,1603073949.312697,1603074365.436734,190,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,465,465,60,60,3,0,0
2000::100:501,2000::100:52a,49007,39911,1603088415.2685788,1603088791.7263842,191,267,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,15,569,196,178,72,4,30,1
6003::1002,2000::100:504,14597,14612,1603074159.077808,1603074236.5306067,190,233,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,115,7,398,577,54,51,112,19,0
6003::1001,2000::100:505,14601,14602,1603073989.5043287,1603074126.7780466,190,237,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,42,38,576,267,51,72,57,61,0
6003::1003,2000::100:504,14599,8804,1603074071.8099658,1603074454.6740446,191,161,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,45,570,585,74,4,72,32,0
6003::ff6,2000::100:516,58751,29625,1603083606.0584788,1603083928.6633174,191,194,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,77,6,627,63,43,345,186,1
6003::1002,2000::100:502,14601,14598,1603074308.0134718,1603074575.3406336,190,210,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,108,499,177,60,81,26,13,0
6003::1002,6003::1005,14606,14602,1603074551.322311,1603074931.367392,190,245,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,119,39,160,372,70,62,0,18,0
2000::100:52a,2000::100:50c,13349,13052,1603086427.370131,1603086572.6236393,191,78,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,40,571,105,178,51,345,177,1
119.34.187.154,6003::1028,35902,60446,1603082957.5234785,1603083351.4239044,191,144,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,224,44,1217,139,60,7,267,103,1
6003::ff6,2000::100:4e3,7690,40319,1603076326.824215,1603076743.1555858,190,178,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,96,158,139,74,60,345,23,1
6003::1004,2000::100:506,14610,14597,1603074493.575643,1603074694.742283,190,172,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,72,41,291,165,8,19,11,26,0
6003::1000,2000::100:503,14610,14608,1603074366.8040965,1603074821.9206417,190,98,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,83,8,657,48,76,38,155,133,0
167.242.190.198,187.34.234.71,45067,18870,1603089990.6275878,1603090138.9399943,190,99,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,10,1510,618,143,79,345,6,1
6003::1001,2000::100:503,14593,14603,1603074058.3867161,1603074521.440807,190,261,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,118,111,632,399,29,70,77,128,0
6003::1000,2000::100:501,14603,8805,1603073949.899576,1603074364.454184,190,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,609,609,77,77,3,0,0
6003::1004,2000::100:501,14603,14607,1603073955.5846648,1603074063.7593617,190,180,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,13,481,56,26,26,26,0
2000::100:4e3,84.163.174.235,51176,31602,1603077616.5265934,1603077839.3828588,190,240,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,25,264,447,23,24,267,140,1
6003::1028,2000::100:52a,54044,32925,1603088248.1526306,1603088536.4296253,190,145,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,91,1217,379,36,65,267,16,1
2000::100:502,2000::100:506,14611,14596,1603074119.7684467,1603074531.3743322,191,258,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,44,32,379,538,77,77,20,181,0
2000::100:4d0,6003::fd8,46832,49977,1603086090.7390985,1603086243.8507428,190,145,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112,1510,237,143,16,267,67,1
6003::1000,2000::100:501,14604,8805,1603073948.904466,1603074363.921066,190,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,667,667,83,83,4,0,0
6003::1001,2000::100:504,8806,14600,1603073999.036682,1603074445.3726325,190,171,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,647,67,79,37,31,221,0
2000::100:501,2000::100:505,14601,14596,1603074068.4224715,1603074376.9455278,190,276,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,199,410,21,4,212,207,0
6003::1004,2000::100:506,14603,14602,1603073953.7394786,1603074355.055996,190,269,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,102,19,410,498,66,60,214,210,0
6003::1005,2000::100:504,14611,14608,1603074136.5957112,1603074407.6046457,190,232,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,473,139,67,9,17,47,0
6003::1000,2000::100:502,8805,8805,1603073960.887834,1603074410.884626,190,78,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003::1001,2000::100:505,14612,14603,1603074458.719867,1603074761.3682566,191,144,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,114,124,55,14,12,194,0
6003::1003,2000::100:506,14608,14596,1603074500.2485654,1603074796.5151439,190,267,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,56,87,382,428,20,25,28,82,0
2000::100:502,153.223.53.191,56441,50599,1603078629.5965142,1603079081.2689831,190,145,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,1510,160,178,18,21,19,1
11.240.233.241,2000::100:51f,27934,18270,1603076517.1823955,1603076733.2177846,191,129,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,72,273,328,3,6,267,171,1
6003::1000,2000::100:501,8815,8796,1603074562.5076625,1603074768.3600922,190,136,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,97,15,111,53,0,28,22,0
6003::1000,2000::100:503,8797,14612,1603074495.2919507,1603074930.7018318,191,120,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,7,652,9,44,48,33,0
6003::1005,2000::100:504,14608,8809,1603074523.6195302,1603074551.4280925,190,225,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,8,93,325,49,54,35,99,53,0
2000::100:51f,18.86.92.189,40349,23867,1603083113.1535287,1603083559.4296222,191,239,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,78,1510,497,49,26,267,28,1
244.157.82.46,6003::100a,31134,24855,1603082850.984097,1603083213.3377888,190,284,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,277,75,1217,126,178,44,345,22,1
6003::1002,2000::100:505,8801,14593,1603074441.2648225,1603074885.02816,191,148,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,461,189,76,57,57,10,0
79.85.121.228,6003::1028,57696,22326,1603083041.7765944,1603083167.736184,190,212,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,19,254,76,24,267,12,1
13.49.232.22,39.169.148.44,45961,32276,1603075943.6275494,1603076348.2248042,190,177,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,224,63,1510,392,143,11,345,1,1
2000::100:504,2000::100:502,14596,14605,1603074203.518002,1603074633.2890184,191,264,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,120,115,274,274,62,50,22,188,0
244.102.141.247,6003::ff6,55565,10048,1603079119.4665642,1603079427.165258,191,286,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,224,118,506,236,48,40,267,22,1
6003::1002,6003::1002,8800,8795,1603074354.7740507,1603074391.2417984,190,115,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,80,56,126,268,7,80,180,46,0
6003::1004,2000::100:506,14600,14602,1603074073.5216806,1603074198.2336204,190,180,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,121,23,626,324,79,44,11,64,0
6003::1001,2000::100:504,14609,14607,1603074120.0030813,1603074528.0010815,190,295,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,89,80,545,625,6,67,86,30,0
2000::100:515,230.93.134.241,7199,13245,1603088484.0029464,1603088861.1171236,190,259,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,31,1217,385,143,37,267,84,1
2000::100:52a,2000::100:4cf,33189,37724,1603082626.1502647,1603083022.3456035,191,148,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,70,302,44,61,70,91,23,1
6003::1003,2000::100:505,14595,8805,1603074349.0091476,1603074758.8210137,190,278,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,156,453,79,2,10,112,0
2000::100:50c,236.15.194.214,31191,63245,1603090379.7619052,1603090778.7291756,190,120,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,289,252,143,24,267,21,1
2000::100:4d9,2000::100:52a,38682,7211,1603089035.2854564,1603089304.2414713,190,106,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,277,67,169,504,178,75,212,19,1
6003::1001,2000::100:507,14598,8798,1603073981.2689185,1603074370.222499,190,111,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,591,37,52,22,53,16,0
6003::1004,6003::1001,14598,8809,1603074603.8297002,1603074872.5130856,190,219,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,87,355,402,67,38,120,148,0
2000::100:50b,2000::100:50b,18004,51404,1603084744.8531785,1603085168.0827444,191,223,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,95,52,1217,295,16,11,20,102,1
6003::1005,2000::100:504,14599,14606,1603074490.4261816,1603074852.0803287,191,285,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,73,24,480,25,43,76,38,31,0
6003::1005,2000::100:501,8811,14592,1603074521.3424294,1603074835.6536403,190,81,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,115,65,638,10,70,15,29,69,0
6003::1001,2000::100:505,14600,14597,1603074245.778381,1603074648.3262346,190,215,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,57,643,645,49,61,7,23,0
203.153.34.125,15.158.161.152,6262,49015,1603083487.5900428,1603083928.19815,190,283,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1510,181,15,37,155,48,1
6003::1000,2000::100:505,14600,14612,1603074513.4551632,1603074714.1875768,190,118,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1,448,342,4,80,13,13,0
6003::1000,2000::100:506,14593,14600,1603074136.9799478,1603074499.7652304,191,144,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,105,41,219,330,60,69,128,108,0
77.73.190.86,249.129.107.117,28671,17006,1603081786.0013812,1603082201.0221026,191,237,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,91,1217,426,178,78,345,152,1
2000::100:504,2000::100:502,14597,14597,1603074455.040911,1603074578.7980134,190,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,85,62,156,10,46,158,208,0
6003::1002,2000::100:501,14604,14598,1603074321.6987817,1603074504.9820778,191,108,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,102,70,192,11,17,7,12,137,0
6003::1002,6003::1000,14599,14594,1603074571.7478404,1603075027.5570464,190,158,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,624,307,28,45,31,40,0
6003::1004,2000::100:504,14604,14608,1603074530.3109257,1603074751.5686584,190,211,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,377,429,49,48,97,0,0
2000::100:503,2000::100:506,14604,14599,1603074083.7595801,1603074477.212938,190,290,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,73,7,292,277,26,9,5,89,0
2000::100:506,2000::100:505,8807,14611,1603074418.9804454,1603074819.4623222,190,141,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,122,114,251,570,29,38,22,10,0
6003::1004,2000::100:506,14592,8815,1603074163.2732017,1603074246.9604468,190,249,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,412,426,68,45,17,33,0
