src_ip,dst_ip,src_port,dst_port,first_pkt_time,last_pkt_time,avg_hops,avg_packet_len,nodeRelatedMessages:HeartbeatRequest,nodeRelatedMessages:HeartbeatResponse,nodeRelatedMessages:PFDManagementRequest,nodeRelatedMessages:PFDManagementResponse,nodeRelatedMessages:AssociationSetupRequest,nodeRelatedMessages:AssociationSetupResponse,nodeRelatedMessages:AssociationUpdateRequest,nodeRelatedMessages:AssociationUpdateResponset,nodeRelatedMessages:AssociationReleaseRequest,nodeRelatedMessages:AssociationReleaseResponse,nodeRelatedMessages:VersionNotSupportedResponse,nodeRelatedMessages:NodeReportRequest,nodeRelatedMessages:NodeReportResponse,nodeRelatedMessages:SessionSetDeletionRequest,nodeRelatedMessages:SessionSetDeletionResponse,sessionRelatedMessages:SessionEstablishmentRequest,sessionRelatedMessages:SessionEstablishmentResponse,sessionRelatedMessages:SessionModificationRequest,sessionRelatedMessages:SessionModificationResponse,sessionRelatedMessages:SessionDeletionRequest,sessionRelatedMessages:SessionDeletionResponse,sessionRelatedMessages:SessionReportRequest,sessionRelatedMessages:SessionReportResponse,class
6003::fe2,2000::100:50b,42822,4199,1603081956.248212,1603082303.9838583,190,137,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,84,134,56,178,15,216,61,1
2000::100:4cf,2000::100:4da,16064,40970,1603082056.0710492,1603082500.1317916,190,240,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,95,1217,416,178,72,37,15,1
125.32.41.111,2000::100:529,4526,31355,1603082318.6414666,1603082758.0629728,190,202,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,29,1510,414,143,11,345,4,1
23.248.205.47,2000::100:529,59296,28253,1603082444.5399187,1603082899.2021654,190,252,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,71,102,214,318,77,33,97,41,1
2000::100:4da,2000::100:515,59703,58972,1603082634.8085413,1603083027.0316281,190,218,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,1217,114,143,22,7,15,1
136.251.250.75,6003::fec,43958,56887,1603082793.7658095,1603083179.7208464,191,209,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,119,20,385,192,178,30,115,20,1
86.30.169.149,2000::100:52a,35043,17815,1603083063.4799454,1603083247.1114435,191,97,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,114,76,1510,113,42,29,5,58,1
6003::100a,6.91.142.20,19451,46917,1603083166.9205317,1603083568.282696,190,282,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,18,1217,404,178,23,345,21,1
176.232.117.218,6003::fe2,39679,30508,1603083547.3434346,1603083867.3201768,191,155,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40,76,1217,480,178,10,345,213,1
6003::1028,192.55.29.255,24380,46827,1603083551.1026819,1603084004.9134247,190,268,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,224,105,1217,346,178,14,148,10,1
6003::101e,2000::100:516,26409,768,1603083671.3236728,1603083901.5608346,190,151,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110,106,1217,418,143,47,267,8,1
49.114.110.10,6003::101e,12767,22509,1603083721.9541407,1603084125.0828216,191,235,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,14,106,143,26,7,18,1
2000::100:4e3,155.248.202.35,12517,21837,1603083929.641619,1603084372.2127492,191,213,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,77,112,72,34,171,18,1
167.182.144.0,2000::100:52a,32325,65047,1603083955.9407241,1603084407.6729918,191,284,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,25,513,216,178,45,345,76,1
6003::1014,2000::100:515,4106,62797,1603084055.3894389,1603084156.9034417,190,260,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,277,73,11,237,6,19,345,151,1
235.26.30.19,2000::100:501,27021,12553,1603084317.6535292,1603084704.990679,190,233,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,65,84,1217,568,32,34,345,16,1
2000::100:4ed,136.84.105.47,34322,60914,1603084412.115188,1603084717.2686653,191,165,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,15,1217,465,178,26,345,2,1
2000::100:4cf,58.88.237.50,60176,58925,1603084678.2247477,1603085133.2780447,190,238,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,1510,429,143,54,345,217,1
96.88.163.104,2000::100:52a,61750,41891,1603085054.091259,1603085369.874685,190,284,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,122,56,1510,651,178,38,267,10,1
173.7.65.40,31.122.104.255,3381,43461,1603085215.7020555,1603085600.5911012,190,286,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,36,647,520,28,21,267,205,1
73.196.231.158,227.56.30.141,1689,36756,1603085499.3455033,1603085920.612716,190,160,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,224,59,1217,173,178,28,345,193,1
2000::100:529,110.32.49.221,14112,50921,1603085877.0398066,1603086297.7976866,190,165,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,277,120,1217,252,143,57,267,16,1
248.201.95.27,2000::100:51f,28838,37495,1603086001.2157524,1603086356.8472402,190,94,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,1510,4,143,8,267,235,1
2000::100:4ee,53.0.175.137,15049,27657,1603086074.5991635,1603086132.9958792,191,230,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,50,1217,28,1,50,345,173,1
187.180.206.239,2000::100:52a,21975,31745,1603086338.7900372,1603086703.9329853,190,111,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,1217,15,18,41,47,198,1
98.92.153.50,2000::100:51f,21802,6792,1603086671.8141212,1603086701.8997712,190,265,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,224,59,597,95,178,61,267,222,1
2000::100:515,2000::100:502,20204,30583,1603087014.9053638,1603087284.5796654,190,161,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,1510,177,178,1,267,231,1
22.221.219.193,102.240.205.107,36958,18940,1603087233.1047635,1603087534.1756082,190,167,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,70,50,1510,362,178,51,345,110,1
31.50.105.97,2.117.254.243,10779,53256,1603087461.1280575,1603087810.7083747,191,268,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,94,114,184,178,77,61,66,209,1
2000::100:4ed,134.202.66.63,55948,16449,1603087840.8872807,1603088302.480137,190,289,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,107,25,425,29,32,80,345,120,1
221.0.20.75,2000::100:529,44516,36339,1603087935.9982066,1603088319.5028849,190,248,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,277,23,1217,43,178,48,267,117,1
6003::100a,6003::1000,48005,8715,1603088116.138891,1603088491.0487967,190,110,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,52,1510,486,143,7,267,159,1
94.116.100.192,189.73.171.197,65499,22366,1603088158.3523057,1603088567.0172222,191,131,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,277,17,1217,485,143,66,345,19,1
5.146.225.52,2000::100:4e3,41703,35765,1603088316.0834603,1603088556.9968758,191,291,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,97,76,188,68,47,23,14,1
56.234.242.72,2000::100:4f8,8069,58125,1603088447.7585974,1603088524.318506,191,254,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,47,1217,603,178,78,267,34,1
116.211.92.139,167.241.92.66,9324,29020,1603088602.1671886,1603088743.4504964,190,252,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,75,26,368,108,48,18,345,32,1
105.201.47.170,6003::100a,35646,52438,1603088781.5602129,1603089124.0690153,190,192,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,77,24,1217,587,37,12,181,21,1
39.50.184.6,220.220.216.134,32057,40200,1603089103.9109035,1603089508.7670484,190,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,100,1217,0,143,65,345,8,1
128.154.55.53,6003::fec,34302,64186,1603089491.480533,1603089877.7060328,190,133,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,58,122,66,178,37,345,234,1
2000::100:515,208.23.57.107,5101,39381,1603089548.661782,1603089766.9090855,190,81,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,277,89,1217,3,58,28,345,45,1
2000::100:4ee,6003::fd8,51133,3313,1603089635.2555285,1603090084.2255917,190,177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53,85,273,627,49,24,23,100,1
2000::100:4f7,116.71.108.135,1859,11423,1603089865.1334262,1603090270.1797028,190,104,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,110,72,336,33,178,37,221,8,1
2000::100:4e4,2000::100:515,28474,44893,1603090083.584087,1603090536.4450517,191,227,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,63,72,359,143,36,155,225,1
49.9.59.122,2000::100:4d9,29719,62694,1603090114.704421,1603090417.772227,191,148,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,117,86,1510,67,48,66,29,0,1
17.135.26.35,2000::100:4d9,10955,63,1603090128.5917158,1603090582.8773057,191,87,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,79,625,410,143,19,28,65,1
151.225.131.150,2000::100:4ed,36347,48649,1603090209.4416027,1603090671.7482781,190,153,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,116,68,1510,470,63,78,345,42,1
2000::100:516,2000::100:520,25595,59311,1603090237.568735,1603090421.534245,190,206,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,224,61,13,504,178,29,31,100,1
252.141.85.18,2000::100:4da,51698,28038,1603090271.3239102,1603090495.3547032,190,214,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,1217,266,57,21,267,17,1
2000::100:50b,85.25.194.116,37642,1522,1603090513.109617,1603090720.4420505,191,273,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,18,1510,332,178,37,345,126,1
220.177.229.18,6003::100a,32664,8930,1603090616.7602394,1603091076.25087,190,90,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,277,12,1510,43,178,28,267,6,1
6003::100a,6003::1014,33484,3262,1603090682.0708995,1603091058.9114912,191,201,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,1510,106,22,43,345,236,1
