src_ip,dst_ip,src_port,dst_port,first_pkt_time,last_pkt_time,avg_hops,avg_packet_len,nodeRelatedMessages:HeartbeatRequest,nodeRelatedMessages:HeartbeatResponse,nodeRelatedMessages:PFDManagementRequest,nodeRelatedMessages:PFDManagementResponse,nodeRelatedMessages:AssociationSetupRequest,nodeRelatedMessages:AssociationSetupResponse,nodeRelatedMessages:AssociationUpdateRequest,nodeRelatedMessages:AssociationUpdateResponset,nodeRelatedMessages:AssociationReleaseRequest,nodeRelatedMessages:AssociationReleaseResponse,nodeRelatedMessages:VersionNotSupportedResponse,nodeRelatedMessages:NodeReportRequest,nodeRelatedMessages:NodeReportResponse,nodeRelatedMessages:SessionSetDeletionRequest,nodeRelatedMessages:SessionSetDeletionResponse,sessionRelatedMessages:SessionEstablishmentRequest,sessionRelatedMessages:SessionEstablishmentResponse,sessionRelatedMessages:SessionModificationRequest,sessionRelatedMessages:SessionModificationResponse,sessionRelatedMessages:SessionDeletionRequest,sessionRelatedMessages:SessionDeletionResponse,sessionRelatedMessages:SessionReportRequest,sessionRelatedMessages:SessionReportResponse,class
6003::1001,2000::100:506,8795,14606,1603074512.2527492,1603074627.001203,190,234,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,112,62,521,664,30,40,64,191,0
6003::fe2,2000::100:50b,42822,4199,1603081956.248212,1603082303.9838583,190,137,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,84,134,56,178,15,216,61,1
125.32.41.111,2000::100:529,4526,31355,1603082318.6414666,1603082758.0629728,190,202,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,29,1510,414,143,11,345,4,1
6003::1000,2000::100:504,14610,14600,1603073995.602995,1603074140.2616875,191,184,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,482,146,34,26,82,223,0
255.161.108.207,2000::100:51f,42215,6318,1603074396.6656218,1603074771.46173,191,273,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,277,30,1217,655,178,34,345,173,1
6003::1014,2000::100:515,4106,62797,1603084055.3894389,1603084156.9034417,190,260,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,277,73,11,237,6,19,345,151,1
2000::100:4ed,134.202.66.63,55948,16449,1603087840.8872807,1603088302.480137,190,289,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,107,25,425,29,32,80,345,120,1
210.138.168.236,199.212.208.74,29808,24188,1603079460.4127574,1603079655.3770707,190,167,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,69,338,192,143,64,145,127,1
6003::1004,2000::100:504,14603,14604,1603074567.5665605,1603074949.4242322,191,278,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,423,447,10,47,24,69,0
96.88.163.104,2000::100:52a,61750,41891,1603085054.091259,1603085369.874685,190,284,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,122,56,1510,651,178,38,267,10,1
2000::100:502,2000::100:504,8811,8811,1603074212.9104497,1603074631.2205272,190,287,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,125,112,73,51,84,22,0
6003::1004,6003::1001,8808,14606,1603074432.1806374,1603074655.296245,190,262,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,76,28,49,222,70,36,47,94,0
224.123.42.124,17.40.177.5,53379,51038,1603077002.1425855,1603077361.6980655,190,107,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,224,13,1510,81,178,45,267,14,1
6003::1004,2000::100:502,14605,14598,1603074540.4045498,1603074932.7946386,191,251,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,77,347,503,46,64,24,4,0
6003::1005,2000::100:505,14606,14614,1603074453.5369964,1603074583.8298705,190,262,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,80,9,27,208,69,17,64,24,0
6003::1003,2000::100:501,14605,8797,1603074346.4969795,1603074768.6311235,191,285,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,73,129,26,51,12,6,0
6003::1005,2000::100:501,14610,8806,1603074135.3995035,1603074411.5119343,190,127,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,87,109,0,657,1,79,116,70,0
6003::1028,6003::ff6,4410,10145,1603080398.3965936,1603080747.3949594,190,87,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,64,111,459,275,2,71,90,62,1
23.248.205.47,2000::100:529,59296,28253,1603082444.5399187,1603082899.2021654,190,252,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,71,102,214,318,77,33,97,41,1
2000::100:506,2000::100:504,14608,14604,1603074132.0778346,1603074537.476817,190,278,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,546,118,33,77,25,28,0
173.232.193.230,41.175.80.190,65126,7566,1603076293.579672,1603076697.1087518,190,86,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,224,120,543,121,143,51,267,30,1
216.205.19.246,250.200.66.26,57744,31093,1603078694.631644,1603079134.0567973,191,193,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,224,89,156,400,178,9,345,20,1
6003::1005,2000::100:504,14602,14612,1603074260.5783825,1603074663.8228004,191,168,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,127,129,2,0,29,27,0
6003::1002,6003::1000,14600,14610,1603073995.269223,1603074366.246023,190,229,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,101,51,427,21,75,25,21,0
6003::1000,2000::100:504,14598,14601,1603074042.6429641,1603074456.2104967,190,225,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,104,114,399,436,17,6,115,4,0
6003::1003,2000::100:506,14605,14607,1603074516.1927423,1603074967.4531739,190,243,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,92,68,486,247,38,19,17,5,0
6003::1001,6003::1002,14606,14601,1603073968.0906494,1603074054.2332058,191,278,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,69,399,48,47,74,142,217,0
6003::1000,2000::100:504,14595,8802,1603074027.882458,1603074427.427629,191,201,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,6,445,500,33,23,31,185,0
6003::1002,2000::100:502,14607,14598,1603074144.93694,1603074276.1933367,190,178,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,84,11,624,476,43,23,173,102,0
6003::1005,2000::100:501,8810,14596,1603074508.5121274,1603074927.2060149,191,164,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,104,80,434,255,9,9,211,31,0
6003::1000,2000::100:501,14601,8805,1603073948.830820,1603074366.440024,190,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,104,612,612,55,55,4,0,0
6003::1003,2000::100:507,14606,14596,1603074417.5742228,1603074812.157617,190,238,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,79,32,563,391,18,71,79,51,0
6003::1001,6003::1004,14600,14612,1603074617.551338,1603075038.9788468,190,204,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,117,1,194,49,27,0,3,0
6003::1001,2000::100:505,14607,8805,1603074112.7362318,1603074350.2645886,190,196,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,63,460,495,15,30,11,144,0
2000::100:504,2000::100:504,14606,14600,1603074055.2428656,1603074431.4255767,190,137,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,49,109,503,316,50,29,47,126,0
6003::1000,2000::100:503,14610,14606,1603074545.6782138,1603074981.3218162,190,276,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,116,666,153,49,20,11,159,0
17.135.26.35,2000::100:4d9,10955,63,1603090128.5917158,1603090582.8773057,191,87,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,79,625,410,143,19,28,65,1
6003::1004,2000::100:503,8805,14612,1603074116.2105036,1603074260.6136594,190,277,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,81,51,499,314,0,68,45,238,0
6003::1002,6003::1002,14610,14610,1603074097.0768359,1603074191.3827362,191,188,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,59,111,166,301,81,13,18,76,0
6003::1003,2000::100:504,14595,14593,1603074183.1248825,1603074261.9624352,191,281,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37,55,461,493,81,2,33,18,0
2000::100:4d9,2000::100:515,58740,64974,1603075897.6533232,1603076269.241514,190,100,33,14,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,488,387,27,78,32,115,1
2000::100:506,2000::100:505,8815,14603,1603074144.6230764,1603074517.576658,191,217,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,54,99,459,459,32,40,196,37,0
2000::100:505,2000::100:503,14601,14596,1603074212.9780436,1603074330.5432844,191,212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,16,357,47,60,24,133,200,0
6003::1001,2000::100:504,14603,14599,1603074172.8577545,1603074634.4290977,191,173,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,75,252,126,35,76,42,162,0
187.180.206.239,2000::100:52a,21975,31745,1603086338.7900372,1603086703.9329853,190,111,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,1217,15,18,41,47,198,1
6003::1005,2000::100:505,8801,8795,1603074025.6465678,1603074450.4917624,191,176,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,283,232,65,48,11,21,0
173.7.65.40,31.122.104.255,3381,43461,1603085215.7020555,1603085600.5911012,190,286,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,36,647,520,28,21,267,205,1
2000::100:4e4,2000::100:515,28474,44893,1603090083.584087,1603090536.4450517,191,227,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,63,72,359,143,36,155,225,1
2000::100:4d9,2000::100:4da,22172,46950,1603077327.6155434,1603077512.9693062,190,223,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,277,81,1217,399,23,9,345,13,1
2000::100:4da,90.0.31.5,14770,64221,1603079906.242895,1603080322.034634,190,253,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,112,115,169,430,178,31,10,16,1
6003::1001,2000::100:505,14608,8797,1603074229.1425052,1603074671.8791962,190,262,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,50,236,488,25,51,30,163,0
2000::100:4cf,2000::100:4da,16064,40970,1603082056.0710492,1603082500.1317916,190,240,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,95,1217,416,178,72,37,15,1
2000::100:506,2000::100:506,14609,14596,1603074418.75809,1603074791.8647616,190,97,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2,409,345,35,65,6,147,0
6003::1000,2000::100:504,14596,8796,1603074003.1245344,1603074030.2396953,190,83,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7,330,366,21,38,31,215,0
175.194.0.27,2000::100:51f,43332,55225,1603075718.856504,1603075942.7767498,190,290,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,118,30,1217,353,178,24,93,30,1
128.154.55.53,6003::fec,34302,64186,1603089491.480533,1603089877.7060328,190,133,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,58,122,66,178,37,345,234,1
6003::1000,2000::100:502,14602,14597,1603074491.778615,1603074628.9213881,190,135,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,70,97,286,582,57,43,117,3,0
2000::100:506,2000::100:502,8806,8813,1603074602.1397736,1603075024.4175315,190,186,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,59,112,135,525,74,71,161,8,0
6003::1000,6003::1000,14593,8802,1603074216.8600292,1603074301.0096364,190,111,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,93,542,148,36,30,0,35,0
2000::100:4cf,58.88.237.50,60176,58925,1603084678.2247477,1603085133.2780447,190,238,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,1510,429,143,54,345,217,1
2000::100:515,2000::100:502,20204,30583,1603087014.9053638,1603087284.5796654,190,161,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,277,3,1510,177,178,1,267,231,1
6003::1000,2000::100:501,14603,8805,1603073949.899576,1603074364.454184,190,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,609,609,77,77,3,0,0
2000::100:520,147.222.54.30,17162,25511,1603075933.6048505,1603076348.1402066,190,291,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,99,407,450,143,9,267,180,1
78.194.18.162,6003::fd8,45025,47228,1603078032.4953516,1603078412.779869,190,189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,88,1217,17,62,82,31,126,1
167.182.144.0,2000::100:52a,32325,65047,1603083955.9407241,1603084407.6729918,191,284,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,25,513,216,178,45,345,76,1
6003::1005,6003::1000,8795,14593,1603074405.9123006,1603074455.5060809,190,257,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,121,48,599,590,65,48,164,34,0
6003::1001,2000::100:504,14612,14604,1603074289.9793382,1603074586.5172248,190,214,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,46,109,509,78,67,72,20,80,0
2000::100:515,208.23.57.107,5101,39381,1603089548.661782,1603089766.9090855,190,81,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,277,89,1217,3,58,28,345,45,1
6003::1002,2000::100:503,14603,14602,1603074125.3004293,1603074156.909286,190,283,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,69,67,230,457,8,31,181,162,0
6003::1004,2000::100:501,14602,14611,1603074377.362236,1603074814.8602068,191,234,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11,67,310,258,64,37,155,62,0
39.252.242.223,181.87.91.73,46091,54997,1603078782.4185119,1603079222.3899894,190,266,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,277,79,241,588,44,12,267,238,1
252.141.85.18,2000::100:4da,51698,28038,1603090271.3239102,1603090495.3547032,190,214,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,45,1217,266,57,21,267,17,1
6003::1001,2000::100:502,14598,14595,1603074173.6036072,1603074390.5405734,191,107,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,54,78,517,499,8,59,5,23,0
235.26.30.19,2000::100:501,27021,12553,1603084317.6535292,1603084704.990679,190,233,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,65,84,1217,568,32,34,345,16,1
6003::1005,2000::100:504,8802,14601,1603074216.7603421,1603074602.8615446,191,230,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,29,395,302,0,23,26,15,0
6003::1000,2000::100:506,14606,14599,1603074387.0866628,1603074804.6360834,190,234,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,191,185,35,2,140,30,0
6003::1000,6003::1004,14607,14604,1603074049.6334906,1603074431.3225217,191,221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86,83,301,266,62,39,11,1,0
6003::1004,2000::100:503,14610,14601,1603074509.796615,1603074793.5044947,190,232,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,91,18,659,1,72,30,93,0
6003::1002,2000::100:501,14605,14609,1603074092.3042746,1603074470.6435513,191,259,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,77,121,534,400,2,0,21,70,0
6003::1000,2000::100:501,14602,8805,1603073949.312697,1603074365.436734,190,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,465,465,60,60,3,0,0
225.35.233.71,2000::100:4f8,45164,63424,1603080048.4229424,1603080501.211274,190,144,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,102,318,465,14,38,223,84,1
6003::1004,2000::100:505,14602,8797,1603074343.9785635,1603074770.2380447,191,94,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,110,120,56,107,47,32,144,161,0
6003::1000,2000::100:506,14599,14613,1603074108.3989182,1603074510.5099993,190,209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,28,167,589,8,63,14,202,0
6003::1002,2000::100:506,14597,14608,1603074411.7713733,1603074467.5201566,191,108,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,122,84,307,397,38,16,196,150,0
6003::1005,2000::100:506,14609,8798,1603073970.1455364,1603074060.425336,191,182,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,28,84,117,518,46,70,61,0,0
6003::1003,2000::100:503,14598,8795,1603073991.6161842,1603074448.0699933,190,217,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,117,90,267,31,71,33,188,6,0
93.147.113.25,95.41.145.95,15456,40056,1603081059.4932075,1603081513.8790998,190,279,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,224,5,1217,500,143,73,267,57,1
6003::101e,2000::100:516,26409,768,1603083671.3236728,1603083901.5608346,190,151,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,110,106,1217,418,143,47,267,8,1
6003::1001,2000::100:506,14591,14603,1603074255.7021,1603074306.003532,191,154,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,123,96,561,454,6,43,1,14,0
6003::1000,2000::100:502,14604,14602,1603074321.3827176,1603074395.8414202,190,204,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,78,623,325,60,71,10,19,0
2000::100:4da,170.86.71.81,53817,26283,1603077789.5044131,1603078051.7136965,190,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,18,358,217,75,9,267,121,1
2000::100:4cf,168.76.127.237,54235,6451,1603080525.3998318,1603080602.7237756,191,149,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,224,25,20,491,28,0,34,7,1
39.50.184.6,220.220.216.134,32057,40200,1603089103.9109035,1603089508.7670484,190,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,42,100,1217,0,143,65,345,8,1
6003::1002,2000::100:503,14595,8806,1603074237.8264205,1603074677.00777,190,87,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,208,401,13,40,152,14,0
6003::1005,2000::100:506,14612,14609,1603074588.9602306,1603075027.65186,190,260,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,19,52,43,20,20,94,0
2000::100:501,6003::100a,4468,27058,1603081131.1017168,1603081561.9917543,190,124,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,123,75,11,218,49,51,23,89,1
6003::1003,2000::100:502,14594,14609,1603074409.7054203,1603074864.9495575,190,260,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,121,37,172,385,27,58,0,3,0
6003::1004,2000::100:504,14604,14598,1603074095.7804034,1603074283.283525,190,94,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,111,43,227,476,71,15,139,8,0
6003::1002,2000::100:505,14601,14600,1603074495.0225863,1603074621.9921641,190,216,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78,57,444,499,5,24,4,8,0
6003::1003,2000::100:504,14609,14600,1603073978.7103372,1603074355.5260856,190,114,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,106,100,242,429,66,21,5,177,0
2000::100:4e4,210.253.153.7,14438,51902,1603080652.0488274,1603080722.1359088,190,138,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,112,650,214,22,57,267,39,1
2000::100:506,2000::100:501,14594,8796,1603074319.6478093,1603074394.9226663,190,166,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,67,102,69,592,6,20,8,28,0
6003::1005,2000::100:505,14609,14594,1603073983.4718606,1603074051.7584188,190,175,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,65,94,299,96,16,76,129,2,0
253.18.252.66,2000::100:4da,1228,20457,1603074232.974435,1603074421.2801232,190,214,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,105,22,1510,232,143,19,345,192,1
6003::1028,192.55.29.255,24380,46827,1603083551.1026819,1603084004.9134247,190,268,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,224,105,1217,346,178,14,148,10,1
2000::100:4e4,6003::fec,34759,8063,1603078952.1218436,1603079390.0331256,190,195,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,1217,183,40,51,345,20,1
2000::100:50c,99.146.214.126,40627,44754,1603074996.7514095,1603075373.691002,190,99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,224,664,52,24,267,8,1
6003::1003,6003::1001,14597,14601,1603074369.0881534,1603074608.0774653,190,97,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,44,13,370,286,52,14,132,11,0
6003::1004,2000::100:504,14603,14595,1603074469.4844313,1603074888.7961638,190,225,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,105,85,366,339,69,60,192,4,0
6003::1005,2000::100:505,14603,14593,1603074588.7544649,1603074663.2924848,190,98,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,12,546,284,43,22,10,18,0
2000::100:4ee,53.0.175.137,15049,27657,1603086074.5991635,1603086132.9958792,191,230,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,50,1217,28,1,50,345,173,1
200.77.175.10,6003::1028,32341,21054,1603074657.4047775,1603075067.8077974,190,226,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,224,80,1510,332,143,5,345,92,1
94.116.100.192,189.73.171.197,65499,22366,1603088158.3523057,1603088567.0172222,191,131,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,277,17,1217,485,143,66,345,19,1
89.83.23.167,6003::fd8,45241,60649,1603080136.2297833,1603080346.683315,190,101,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,76,74,359,97,178,38,267,33,1
6003::1005,2000::100:502,14600,14606,1603074330.1864424,1603074655.2767127,190,78,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,514,45,70,67,29,236,0
126.111.177.51,2000::100:4e3,9251,32950,1603081473.318805,1603081883.1110692,191,129,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,104,21,94,116,19,37,5,234,1
213.115.69.22,2000::100:4d0,30155,34573,1603076678.1631057,1603077131.4874423,190,184,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,87,1510,202,22,76,267,19,1
2000::100:4e3,155.248.202.35,12517,21837,1603083929.641619,1603084372.2127492,191,213,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,77,112,72,34,171,18,1
2000::100:51f,2000::100:4cf,10592,20047,1603079826.6083093,1603080234.0713816,191,285,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,7,1217,357,178,60,345,6,1
