src_ip,dst_ip,src_port,dst_port,first_pkt_time,last_pkt_time,avg_hops,avg_packet_len,nodeRelatedMessages:HeartbeatRequest,nodeRelatedMessages:HeartbeatResponse,nodeRelatedMessages:PFDManagementRequest,nodeRelatedMessages:PFDManagementResponse,nodeRelatedMessages:AssociationSetupRequest,nodeRelatedMessages:AssociationSetupResponse,nodeRelatedMessages:AssociationUpdateRequest,nodeRelatedMessages:AssociationUpdateResponset,nodeRelatedMessages:AssociationReleaseRequest,nodeRelatedMessages:AssociationReleaseResponse,nodeRelatedMessages:VersionNotSupportedResponse,nodeRelatedMessages:NodeReportRequest,nodeRelatedMessages:NodeReportResponse,nodeRelatedMessages:SessionSetDeletionRequest,nodeRelatedMessages:SessionSetDeletionResponse,sessionRelatedMessages:SessionEstablishmentRequest,sessionRelatedMessages:SessionEstablishmentResponse,sessionRelatedMessages:SessionModificationRequest,sessionRelatedMessages:SessionModificationResponse,sessionRelatedMessages:SessionDeletionRequest,sessionRelatedMessages:SessionDeletionResponse,sessionRelatedMessages:SessionReportRequest,sessionRelatedMessages:SessionReportResponse,class
34.190.95.61,139.31.56.110,50873,54370,1603091351.3775074,1603091442.6152518,190,168,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,51,1510,226,37,57,34,2,1
6003::1005,2000::100:504,14597,14598,1603074181.4975274,1603074622.6093524,191,255,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,51,39,603,504,57,72,170,13,0
6003::1001,2000::100:506,14593,14593,1603073965.586842,1603074065.1896822,191,136,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,78,82,153,249,5,33,61,79,0
28.180.95.120,212.131.120.53,52749,58648,1603076867.7238336,1603077001.0143723,190,223,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,34,1217,229,50,76,54,180,1
185.151.107.93,2000::100:4f7,10235,36287,1603105943.6872725,1603106359.051039,190,235,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,84,1217,646,143,17,186,225,1
134.63.146.158,2000::100:4f7,26636,40509,1603106987.6703746,1603107412.5407925,190,259,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,84,93,198,431,64,59,10,96,1
2000::100:505,6003::1002,14598,14612,1603074215.5146017,1603074649.5528696,190,227,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,84,95,526,63,43,19,22,0
6003::1005,2000::100:506,14610,14596,1603074464.148567,1603074641.539406,190,103,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,117,252,140,28,76,17,23,0
6003::1028,145.163.178.58,8310,23533,1603083302.8973856,1603083762.7819872,191,117,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,122,1217,516,178,44,27,26,1
6003::1000,2000::100:501,14608,14609,1603074604.3122969,1603074919.070612,191,212,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,58,44,666,157,58,78,22,37,0
6003::1000,2000::100:504,14606,14615,1603074133.5453684,1603074378.7313578,191,107,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,55,64,125,300,2,40,87,234,0
6003::1005,2000::100:505,8810,14606,1603073999.871178,1603074416.8376782,190,166,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,82,30,565,363,51,48,8,181,0
6003::fce,180.135.252.66,8263,26766,1603083610.3918233,1603083797.4283395,190,190,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,277,54,1510,287,178,24,345,0,1
17.34.214.24,151.156.104.207,44410,45346,1603146294.4120445,1603146635.5324838,190,246,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,68,24,123,258,178,56,345,93,1
2000::100:4cf,2000::100:520,44291,32839,1603121661.6976442,1603122084.1066535,190,111,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,30,1217,534,178,0,25,8,1
2000::100:502,2000::100:503,14605,14596,1603074251.0995708,1603074524.3935196,190,199,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,70,44,308,434,60,0,165,34,0
1.242.72.8,220.240.77.22,10567,39557,1603122605.809564,1603122665.3079562,190,171,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,277,8,1510,124,178,65,267,113,1
6003::1004,2000::100:501,14603,14597,1603074418.0419786,1603074880.4840627,190,91,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,69,8,291,529,25,81,56,1,0
2000::100:506,2000::100:501,8810,14607,1603074203.2009954,1603074510.7657094,191,131,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,54,449,270,50,0,85,15,0
6003::1002,2000::100:501,8797,14592,1603074340.281983,1603074775.986935,190,92,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,97,71,272,153,59,42,42,9,0
237.101.89.225,41.55.229.60,43118,617,1603094970.4656816,1603095077.9572933,191,269,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,277,55,369,137,143,59,99,107,1
6003::1000,6003::1002,8802,14604,1603074608.6749809,1603074660.3264906,191,277,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,107,54,117,325,48,16,153,20,0
152.171.231.118,106.92.3.109,57171,28276,1603075736.879817,1603076021.2894244,190,260,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,277,20,604,404,178,63,11,122,1
2000::100:501,2000::100:505,14607,14591,1603074192.649269,1603074415.7060328,190,158,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,83,99,100,380,2,71,161,101,0
6003::1005,2000::100:504,14612,14596,1603074081.8528442,1603074370.258946,190,235,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,97,503,333,0,22,47,130,0
6003::1000,2000::100:503,14595,8815,1603074546.0226576,1603074590.6880884,191,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,89,92,151,3,3,88,18,0
2000::100:502,2000::100:501,14592,14607,1603074616.0190866,1603074818.036458,190,234,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,108,580,603,27,46,0,18,0
6003::fec,14.243.114.95,16152,15000,1603086463.6110497,1603086919.8348072,191,241,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,277,9,1510,200,178,49,345,45,1
2000::100:502,2000::100:4e3,8723,33813,1603115976.0693572,1603116109.1627135,191,205,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,76,51,561,470,15,4,267,213,1
246.37.159.95,6003::101e,28437,56864,1603081906.2693286,1603082265.799465,190,287,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,9,1510,46,6,24,267,6,1
6003::1004,2000::100:506,14611,14611,1603074151.9077275,1603074415.876952,190,172,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,117,351,448,37,37,2,0,0
2000::100:4cf,2000::100:502,38487,20322,1603130354.0496616,1603130674.664877,190,121,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,87,50,515,611,143,27,166,31,1
244.79.8.139,2000::100:4e4,62208,33767,1603090818.880694,1603091193.1419556,190,116,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,57,69,231,575,62,22,61,15,1
6003::1004,2000::100:506,14599,14608,1603074182.4120727,1603074305.2977002,191,179,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,119,65,128,622,8,77,154,151,0
2000::100:4da,2000::100:520,27243,49915,1603136913.0699918,1603137362.10667,190,83,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,69,51,1217,662,49,79,200,215,1
6003::1005,2000::100:505,14601,14611,1603074409.4999866,1603074808.758509,190,281,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,12,241,24,61,24,32,27,0
228.185.70.217,6003::101e,65342,8597,1603110892.9269595,1603110993.9004261,190,125,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,224,96,1510,298,178,45,117,109,1
86.220.157.202,49.38.89.61,3722,23047,1603098971.2084258,1603099384.6353974,190,90,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,224,107,1510,239,143,0,223,132,1
8.156.174.26,217.58.242.0,13943,53030,1603076246.833169,1603076645.1795886,190,142,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,83,64,517,516,178,55,18,127,1
230.71.114.177,199.187.156.79,5615,47892,1603125358.7640202,1603125709.1918194,191,154,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,224,43,1510,37,178,23,345,17,1
25.161.237.130,2000::100:4e3,34837,58968,1603101415.068794,1603101750.0330977,191,214,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,116,90,1510,186,178,31,167,1,1
2000::100:529,188.80.46.213,2378,682,1603141270.3578322,1603141393.340458,190,211,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,277,78,1510,311,143,36,33,139,1
2000::100:506,2000::100:506,14609,14597,1603074085.873772,1603074277.5449767,190,225,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,657,384,6,46,168,49,0
2000::100:503,2000::100:501,14593,8795,1603074541.7722163,1603074901.4962397,191,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,267,166,50,55,15,149,0
2000::100:506,6003::1004,14592,14609,1603074134.4968932,1603074278.671692,190,266,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,195,507,8,53,29,107,0
165.55.202.169,240.33.28.225,65459,46222,1603113409.3170874,1603113517.2798536,190,279,33,12,0,0,0,0,0,0,0,0,0,0,0,0,0,277,60,1510,157,178,28,267,12,1
237.175.248.233,2000::100:4ee,27800,22606,1603116575.9954863,1603117030.4442606,190,228,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,75,274,80,82,12,95,1
6003::1001,2000::100:502,14599,8796,1603074208.7245657,1603074572.7714515,190,294,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,32,47,666,118,33,33,58,149,0
6003::1002,2000::100:505,14592,14613,1603074032.6665847,1603074455.1541595,191,267,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,81,87,484,402,45,21,83,12,0
6003::1000,2000::100:501,14612,8801,1603074504.5061274,1603074781.9817271,190,135,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,111,118,28,242,6,21,176,2,0
28.178.55.27,2000::100:4da,32258,20964,1603076595.9024136,1603076955.25759,190,236,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,277,36,1217,402,143,63,63,61,1
6003::1000,2000::100:501,14604,8805,1603073948.904466,1603074363.921066,190,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,124,667,667,83,83,4,0,0
175.34.154.103,2000::100:4cf,6702,30262,1603118679.4325619,1603118946.823687,190,230,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,1217,594,178,40,267,122,1
6003::1004,2000::100:503,14597,8814,1603074137.7744422,1603074463.460705,191,192,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,106,121,4,70,57,29,131,0
56.210.150.127,61.170.177.62,50512,19769,1603092889.2039785,1603093156.1171162,190,182,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,105,1510,653,143,57,267,13,1
2000::100:506,2000::100:502,14599,8803,1603074535.0058467,1603074997.0602014,190,96,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,90,91,0,29,135,8,0
6003::1001,2000::100:502,8798,14595,1603074506.8459952,1603074914.951863,190,87,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,141,651,10,53,193,13,0
2000::100:50b,143.102.10.52,8285,20236,1603119635.7378166,1603119819.1278634,190,275,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,1510,286,143,52,345,9,1
240.154.197.246,131.158.114.2,8886,24464,1603099668.2342594,1603099737.5664418,190,215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,57,1510,212,178,39,27,27,1
2000::100:50c,115.170.129.65,44524,37568,1603091930.8699296,1603092346.6097846,190,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,91,99,80,23,22,164,11,1
6003::1001,2000::100:504,14603,14604,1603074631.168565,1603074865.7045562,190,160,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,59,98,333,368,15,57,25,24,0
6003::1001,6003::1001,14611,14598,1603073972.3987653,1603074017.955516,190,289,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,108,203,137,47,72,102,171,0
6003::1000,2000::100:506,14597,14596,1603074425.2447677,1603074670.144015,190,122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65,36,364,500,3,33,5,28,0
2000::100:503,6003::1003,14601,8815,1603074403.3754492,1603074506.8050253,190,250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,113,47,472,465,55,58,19,30,0
6003::1005,2000::100:505,14607,14604,1603074613.7013795,1603075051.303623,190,82,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,87,80,97,60,55,5,2,122,0
6003::1004,2000::100:502,14594,14593,1603074363.8666916,1603074819.5789354,190,115,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,72,526,210,14,4,58,105,0
6003::1004,2000::100:505,14605,14608,1603074239.436219,1603074576.434933,190,121,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,112,11,178,519,76,32,201,33,0
12.178.101.244,6003::fec,44959,64190,1603089031.5176814,1603089435.0215168,190,137,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,67,45,111,118,12,70,345,31,1
6003::1004,2000::100:502,14606,14611,1603074259.3906975,1603074656.630152,190,134,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,97,10,129,604,0,33,8,122,0
6003::1001,2000::100:506,14599,14610,1603074625.3384864,1603075042.7238672,191,252,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,108,47,493,647,77,69,7,4,0
6003::1001,6003::1004,14595,14602,1603074386.9871883,1603074764.805223,190,158,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,72,76,652,303,39,54,32,174,0
2000::100:516,6003::fe2,35947,18321,1603097634.1826835,1603097914.9254506,191,102,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,121,1217,323,143,56,267,102,1
27.243.150.169,167.55.114.151,32746,61018,1603144272.240459,1603144567.6781313,191,179,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,88,554,165,7,0,160,32,1
23.210.224.72,6003::fce,42609,5218,1603081557.7298732,1603082004.0655797,190,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,78,1510,471,143,44,345,3,1
2000::100:4e3,2000::100:4f7,54333,15291,1603131691.1353433,1603131833.6356025,190,231,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,54,146,100,82,19,267,6,1
6003::1005,2000::100:502,14603,14609,1603074595.3951964,1603074756.267853,190,120,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,104,106,517,433,31,15,172,12,0
2000::100:520,2000::100:529,6365,63895,1603113185.5607464,1603113567.221491,191,83,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,664,403,178,7,22,8,1
2000::100:501,2000::100:4e4,36780,47450,1603086269.4105506,1603086653.6384385,190,120,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,44,494,396,178,6,345,7,1
2000::100:505,2000::100:505,14613,14610,1603074460.7826693,1603074872.2778263,191,112,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,69,33,307,396,53,31,7,24,0
2000::100:4ee,2000::100:501,37754,46725,1603097881.686111,1603098293.0891047,190,240,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77,93,455,147,178,30,4,195,1
6003::1001,2000::100:506,14609,14609,1603074260.1312854,1603074720.7225366,190,215,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,6,92,580,252,20,56,5,54,0
6003::fd8,71.25.53.6,56957,45817,1603142122.7270825,1603142309.1527166,190,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,6,1217,478,55,3,191,104,1
6003::fce,2000::100:50b,44147,37703,1603106164.4615664,1603106621.2147636,190,237,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,224,96,664,523,143,77,345,9,1
6003::1005,6003::1001,14601,8796,1603074106.7406487,1603074500.6599638,191,280,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,36,107,569,168,64,10,9,74,0
135.117.78.235,2000::100:4ed,31874,37009,1603124979.9028783,1603125405.291337,190,187,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,25,75,661,33,6,74,32,1
2000::100:4f8,2000::100:4e4,19970,59822,1603125194.4303615,1603125296.0876236,190,81,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,58,55,614,182,178,40,6,32,1
2000::100:516,2000::100:50c,19628,46041,1603117530.4104536,1603117823.6637628,190,216,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,82,75,499,194,178,51,186,95,1
6003::1001,6003::1004,14601,14595,1603073986.5427346,1603074108.042697,191,281,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,99,16,272,559,32,62,64,26,0
6003::100a,2000::100:520,18914,39250,1603102841.456334,1603102975.86295,191,181,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,1510,519,178,13,141,138,1
84.191.242.5,2000::100:4ed,30904,25941,1603094368.1512227,1603094634.3929486,190,142,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,277,13,1510,175,143,36,267,198,1
6003::1003,6003::1003,14604,8802,1603074211.1892347,1603074595.5232768,190,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,290,380,11,73,202,33,0
6003::1003,2000::100:503,14606,14604,1603073994.730157,1603074410.7250564,190,99,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,33,30,388,430,12,65,12,152,0
6003::1001,2000::100:506,14595,14594,1603074253.0326934,1603074712.070465,191,93,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,104,39,607,312,13,69,50,203,0
6003::fe2,117.115.34.60,15731,37141,1603119458.5144765,1603119909.4010775,190,197,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,98,56,1510,513,143,27,4,32,1
6003::1000,2000::100:506,14607,8813,1603074096.937936,1603074206.8042433,191,240,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41,79,323,144,61,40,11,11,0
6003::fe2,236.36.27.181,75,37167,1603122533.6402962,1603122912.649251,190,251,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,39,1510,356,178,19,267,157,1
21.135.167.239,254.21.5.168,23940,698,1603135795.1115983,1603136257.5555131,191,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,113,12,1510,235,38,78,222,66,1
6003::1003,2000::100:504,14600,14594,1603074021.0384114,1603074315.7901883,190,254,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33,114,112,136,18,13,119,128,0
6003::1001,2000::100:504,14592,14609,1603074464.6995187,1603074607.4947476,190,127,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40,73,223,81,12,56,106,4,0
11.162.111.71,2000::100:501,55992,58036,1603125485.994953,1603125577.2903378,191,244,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,224,111,311,331,178,30,7,22,1
2000::100:516,2000::100:4ee,30820,36435,1603141700.3238933,1603142142.395503,190,274,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,9,42,154,178,80,74,178,1
2000::100:4ee,6003::ff6,27600,55442,1603078880.0231357,1603079071.974785,191,285,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,71,1217,523,178,59,345,164,1
137.162.37.210,162.87.203.69,47982,32441,1603101427.8542075,1603101792.4205956,190,247,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,75,1217,251,178,28,345,15,1
